bit error rate,received error rate
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0625
0.16,0
0.17,0.046729
0.18,0.140719
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0592105
0.17,0
0.18,0.00623053
0.19,0.123355
0.20,0.138158
0.21,0.141447
0.22,0.105263
0.23,0.144737
0.24,0.121711
0.25,0.164474
0.26,0.159539
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0888158
0.18,0
0.19,0.146382
0.20,0.139803
0.21,0.120066
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0280374
0.16,0.0378289
0.17,0
0.18,0.0690789
0.19,0.0218069
0.20,0.118421
0.21,0.123355
0.22,0.103618
0.23,0.175987
0.24,0.15625
0.25,0.180921
0.26,0.149671
0.27,0.162829
0.28,0.189145
0.29,0.154605
0.30,0.174342
0.31,0.164474
0.32,0.175987
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0186916
0.16,0
0.17,0.0723684
0.18,0.123355
0.19,0.0773026
0.20,0.138158
0.21,0.106908
0.22,0.144737
0.23,0.152961
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.046729
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0444079
0.18,0.123355
0.19,0.181538
0.20,0.164474
0.21,0.116776
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00623053
0.17,0.0263158
0.18,0.0378289
0.19,0.0986842
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.106908
0.16,0.0124611
0.17,0.0904605
0.18,0.0249221
0.19,0.134868
0.20,0.121711
0.21,0.105263
0.22,0.149671
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0186916
0.17,0.116776
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.115132
0.17,0.0690789
0.18,0.113487
0.19,0.111842
0.20,0.162829
0.21,0.157895
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00623053
0.17,0.0526316
0.18,0.0124611
0.19,0.146382
0.20,0.154605
0.21,0.154605
0.22,0.146382
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0.00986842
0.14,0
0.15,0
0.16,0.0263158
0.17,0.0674342
0.18,0.0148026
0.19,0.121711
0.20,0.09375
0.21,0.106908
0.22,0.151316
0.23,0.143092
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.00311526
0.16,0
0.17,0.0707237
0.18,0.152961
0.19,0.143092
0.20,0.134868
0.21,0.141447
0.22,0.172697
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.105263
0.18,0.0249221
0.19,0.105263
0.20,0.0805921
0.21,0.110197
0.22,0.106908
0.23,0.134868
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0280374
0.17,0.116776
0.18,0.0373832
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0871711
0.18,0.0838816
0.19,0.0904605
0.20,0.133224
0.21,0.105263
0.22,0.154605
0.23,0.174342
0.24,0.161184
0.25,0.175987
0.26,0.157895
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.106908
0.18,0.0280374
0.19,0.113487
0.20,0.113487
0.21,0.148026
0.22,0.148026
0.23,0.194079
0.24,0.154605
0.25,0.159539
0.26,0.167763
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.218069
0.18,0.113487
0.19,0.172697
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.116776
0.17,0.0427632
0.18,0.0218069
0.19,0.133224
0.20,0.126645
0.21,0.115132
0.22,0.113487
0.23,0.143092
0.24,0.154605
0.25,0.152961
0.26,0.120066
0.27,0.144737
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.00934579
0.18,0.125
0.19,0.100329
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.183801
0.18,0.00934579
0.19,0.120066
0.20,0.106908
0.21,0.116776
0.22,0.0805921
0.23,0.129934
0.24,0.161184
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0.139803
0.19,0.106908
0.20,0.0342679
0.21,0.0986842
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.108553
0.17,0.00822368
0.18,0.106908
0.19,0.144737
0.20,0.103618
0.21,0.15625
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0707237
0.17,0.0657895
0.18,0.0280374
0.19,0.0921053
0.20,0.103618
0.21,0.108553
0.22,0.136513
0.23,0.134868
0.24,0.123355
0.25,0.215461
0.26,0.146382
0.27,0.175987
0.28,0.212171
0.29,0.171053
0.30,0.171053
0.31,0.15625
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0124611
0.17,0.0124611
0.18,0.0871711
0.19,0.0773026
0.20,0.144737
0.21,0.171053
0.22,0.172697
0.23,0.136513
0.24,0.149671
0.25,0.208882
0.26,0.120066
0.27,0.185855
0.28,0.151316
0.29,0.161184
0.30,0.177632
0.31,0.199013
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0608553
0.15,0.00934579
0.16,0
0.17,0.0404984
0.18,0.110197
0.19,0.110197
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.111842
0.18,0.106908
0.19,0.0657895
0.20,0.141447
0.21,0.0625
0.22,0.136513
0.23,0.146382
0.24,0.108553
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0249221
0.16,0
0.17,0.0871711
0.18,0.0871711
0.19,0.136513
0.20,0.149671
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00311526
0.17,0.0789474
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.00311526
0.15,0.0674342
0.16,0
0.17,0.0124611
0.18,0.0361842
0.19,0.0690789
0.20,0.146382
0.21,0.143092
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0164474
0.16,0.0707237
0.17,0.0526316
0.18,0.0838816
0.19,0.0249221
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0888158
0.18,0.0186916
0.19,0.101974
0.20,0.144737
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.00623053
0.16,0
0.17,0
0.18,0.0155763
0.19,0.110197
0.20,0.154605
0.21,0.101974
0.22,0.146382
0.23,0.152961
0.24,0.166118
0.25,0.166118
0.26,0.144737
0.27,0.166118
0.28,0.174342
0.29,0.1875
0.30,0.172697
0.31,0.189145
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0498442
0.15,0.00311526
0.16,0.0155763
0.17,0
0.18,0.183801
0.19,0.164474
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0186916
0.18,0.0124611
0.19,0.0838816
0.20,0.0756579
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0.116776
0.19,0.129934
0.20,0.154605
0.21,0.151316
0.22,0.116776
0.23,0.192434
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0115132
0.15,0
0.16,0.0904605
0.17,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.101974
0.17,0
0.18,0.0805921
0.19,0.110197
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0756579
0.17,0.0342679
0.18,0.0296053
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.108553
0.18,0.111842
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0378289
0.16,0.00934579
0.17,0
0.18,0.0921053
0.19,0.111842
0.20,0.046729
0.21,0.118421
0.22,0.126645
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0186916
0.17,0.0690789
0.18,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00311526
0.17,0.0249221
0.18,0.00934579
0.19,0.0186916
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0186916
0.17,0.159539
0.18,0
0.19,0.138158
0.20,0.111842
0.21,0.0970395
0.22,0.152961
0.23,0.189145
0.24,0.159539
0.25,0.162829
0.26,0.189145
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0155763
0.17,0.0723684
0.18,0.0155763
0.19,0.0872274
0.20,0.143092
0.21,0.111842
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00934579
0.17,0.0921053
0.18,0.0805921
0.19,0.0373832
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0608553
0.17,0.148026
0.18,0.0328947
0.19,0.0838816
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0773026
0.17,0.00311526
0.18,0.116776
0.19,0.110197
0.20,0.131579
0.21,0.139803
0.22,0.113487
0.23,0.164474
0.24,0.162829
0.25,0.169408
0.26,0.148026
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0280374
0.16,0
0.17,0.0685358
0.18,0.0657895
0.19,0.157895
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.00822368
0.18,0.134868
0.19,0.09375
0.20,0.103618
0.21,0.128289
0.22,0.172697
0.23,0.128289
0.24,0.144737
0.25,0.159539
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0740132
0.17,0.125
0.18,0.0249221
0.19,0.0218069
0.20,0.179276
0.21,0.120066
0.22,0.129934
0.23,0.15625
0.24,0.172697
0.25,0.146382
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.00623053
0.18,0.159539
0.19,0.126645
0.20,0.118421
0.21,0.110197
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0155763
0.18,0.0657895
0.19,0.157895
0.20,0.121711
0.21,0.166118
0.22,0.129934
0.23,0.172697
0.24,0.166118
0.25,0.15625
0.26,0.141447
0.27,0.192434
0.28,0.175987
0.29,0.164474
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0904605
0.18,0.120066
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.139803
0.18,0.129934
0.19,0.0657895
0.20,0.129934
0.21,0.120066
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0647887
0.17,0.0822368
0.18,0.0855263
0.19,0.100329
0.20,0.136513
0.21,0.143092
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0404984
0.17,0.0124611
0.18,0.123355
0.19,0.0311526
0.20,0.0625
0.21,0.151316
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0124611
0.16,0
0.17,0.186916
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0280374
0.15,0
0.16,0.0934579
0.17,0.00934579
0.18,0.161994
0.19,0.0986842
0.20,0.105263
0.21,0.0871711
0.22,0.143092
0.23,0.149671
0.24,0.167763
0.25,0.172697
0.26,0.175987
0.27,0.171053
0.28,0.199013
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0690789
0.17,0.151703
0.18,0.0888158
0.19,0.196375
0.20,0.148026
0.21,0.143092
0.22,0.139803
0.23,0.143092
0.24,0.139803
0.25,0.182566
0.26,0.164474
0.27,0.164474
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.00934579
0.16,0.0888158
0.17,0
0.18,0.0838816
0.19,0.118421
0.20,0.111842
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.046729
0.16,0
0.17,0.125
0.18,0.0155763
0.19,0.0197368
0.20,0.138158
0.21,0.131579
0.22,0.166118
0.23,0.144737
0.24,0.134868
0.25,0.162829
0.26,0.202303
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0773026
0.17,0.118421
0.18,0.139803
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.129934
0.18,0.0396601
0.19,0.159539
0.20,0.179276
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00311526
0.17,0.0404984
0.18,0.127726
0.19,0.0707237
0.20,0.108553
0.21,0.141447
0.22,0.152961
0.23,0.141447
0.24,0.139803
0.25,0.148026
0.26,0.177632
0.27,0.162829
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00623053
0.17,0.09375
0.18,0.00311526
0.19,0.0155763
0.20,0.0218069
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0526316
0.16,0
0.17,0.00934579
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0155763
0.16,0
0.17,0.0155763
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0280374
0.16,0.0186916
0.17,0.0373832
0.18,0.0805921
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0509868
0.16,0.0707237
0.17,0.0296053
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0
0.19,0.0657895
0.20,0.103618
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0124611
0.17,0.0279605
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.00311526
0.16,0.139803
0.17,0
0.18,0.0280374
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0186916
0.17,0.0186916
0.18,0.100329
0.19,0.101974
0.20,0.118421
0.21,0.113487
0.22,0.169408
0.23,0.154605
0.24,0.162829
0.25,0.182566
0.26,0.175987
0.27,0.171053
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0.0690789
0.19,0.152961
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0155763
0.17,0.113487
0.18,0.0740132
0.19,0.0953947
0.20,0.0855263
0.21,0.113487
0.22,0.166118
0.23,0.0838816
0.24,0.164474
0.25,0.169408
0.26,0.161184
0.27,0.151316
0.28,0.194079
0.29,0.180921
0.30,0.179276
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.03125
0.16,0.0186916
0.17,0.0690789
0.18,0.15625
0.19,0.0871711
0.20,0.154605
0.21,0.100329
0.22,0.15625
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0625
0.17,0.0904605
0.18,0.0373832
0.19,0.00623053
0.20,0.123355
0.21,0.129934
0.22,0.139803
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0707237
0.16,0.134868
0.17,0.0789474
0.18,0.0723684
0.19,0.0436137
0.20,0.149671
0.21,0.159539
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0280374
0.17,0
0.18,0.0249221
0.19,0.0970395
0.20,0.0623053
0.21,0.151316
0.22,0.111842
0.23,0.184211
0.24,0.146382
0.25,0.185855
0.26,0.175987
0.27,0.128289
0.28,0.175987
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0904605
0.16,0
0.17,0
0.18,0.0872274
0.19,0.144737
0.20,0.115132
0.21,0.141447
0.22,0.161184
0.23,0.161184
0.24,0.146382
0.25,0.174342
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.00934579
0.16,0
0.17,0.046729
0.18,0.0773026
0.19,0.00934579
0.20,0.148026
0.21,0.0608553
0.22,0.139803
0.23,0.167763
0.24,0.154605
0.25,0.166118
0.26,0.175987
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0822368
0.17,0.0657895
0.18,0.113487
0.19,0.0904605
0.20,0.120846
0.21,0.0888158
0.22,0.15625
0.23,0.152961
0.24,0.1875
0.25,0.182566
0.26,0.167763
0.27,0.182566
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0164474
0.18,0.0904605
0.19,0.125
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0124611
0.18,0.0124611
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
